jw_entity_id,title,type,release_year,poster
ts33278,Oh! Edo Rocket,show,2007.0,/poster/253938228/{profile}
ts27040,Gunslinger Girl -Il Teatrino-,show,2008.0,
ts33418,Good Luck! Ninomiya-kun,show,2007.0,/poster/189772210/{profile}
ts37842,Garo: Crimson Moon,show,2015.0,/poster/141971479/{profile}
ts17398,dot hack Legend of the Twilight,show,2003.0,/poster/57813686/{profile}
ts42373,Cheer Boys!!,show,2016.0,/poster/253938963/{profile}
ts3443,Angel Links,show,1999.0,/poster/256318428/{profile}
ts35260,Mikagura School Suite,show,2015.0,/poster/141776712/{profile}
tm44887,Akira,movie,1988.0,/poster/239922303/{profile}
tm842683,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,movie,2020.0,/poster/176260460/{profile}
tm139269,Little Nemo: Adventures in Slumberland,movie,1989.0,/poster/263027719/{profile}
tm145027,Dragon Ball Z: Dead Zone,movie,1989.0,/poster/105037001/{profile}
tm77116,Sword of the Stranger,movie,2007.0,/poster/203267550/{profile}
tm89868,Ghost in the Shell 2: Innocence,movie,2004.0,/poster/205642233/{profile}
tm12938,Dragon Ball Z: Wrath of the Dragon,movie,1995.0,/poster/105063445/{profile}
tm149696,Rurouni Kenshin Part II: Kyoto Inferno,movie,2014.0,/poster/53450888/{profile}
tm141589,The Last: Naruto the Movie,movie,2014.0,/poster/10624579/{profile}
tm124963,Dragon Ball Z: Super Android 13!,movie,1992.0,/poster/105239621/{profile}
tm150149,Dragon Ball Z: The Tree of Might,movie,1990.0,/poster/105259540/{profile}
tm124513,Dragon Ball Z: The Return of Cooler,movie,1992.0,/poster/105695490/{profile}
tm114898,Dragon Ball: Curse of the Blood Rubies,movie,1986.0,/poster/105063945/{profile}
tm149744,Rurouni Kenshin Part III: The Legend Ends,movie,2014.0,/poster/11292268/{profile}
tm102396,Trigun: Badlands Rumble,movie,2011.0,/poster/12232551/{profile}
tm150162,Dragon Ball Z: The World's Strongest,movie,1990.0,/poster/105064127/{profile}
tm185557,Sailor Moon R: The Movie,movie,1993.0,/poster/11207832/{profile}
tm10960,Dragon Ball Z: Lord Slug,movie,1991.0,/poster/105063610/{profile}
tm29738,Road to Ninja: Naruto the Movie,movie,2012.0,/poster/78456234/{profile}
tm167944,Berserk: The Golden Age Arc III - The Advent,movie,2013.0,/poster/12023903/{profile}
tm38064,Berserk: The Golden Age Arc II - The Battle for Doldrey,movie,2012.0,/poster/174833913/{profile}
tm228824,Ghost in the Shell: The New Movie,movie,2015.0,/poster/8536579/{profile}
tm105152,Dragon Ball: The Path to Power,movie,1996.0,/poster/105036597/{profile}
tm211646,Attack on Titan II: End of the World,movie,2015.0,/poster/10095727/{profile}
tm36614,Mass Effect: Paragon Lost,movie,2012.0,/poster/179076855/{profile}
tm135772,Mulan: Rise of a Warrior,movie,2009.0,/poster/244869682/{profile}
tm842641,The Stranger by the Shore,movie,2020.0,/poster/253802869/{profile}
tm80339,Naruto: Ninja Clash in the Land of Snow,movie,2004.0,/poster/8556702/{profile}
tm282915,Fate/Grand Order: First Order,movie,2016.0,/poster/300731728/{profile}
tm182601,Steins;Gate: The Movie - Load Region of Déjà Vu,movie,2013.0,/poster/34583639/{profile}
tm23135,Escaflowne: The Movie,movie,2000.0,/poster/216018075/{profile}
tm437223,Mobile Suit Gundam Narrative,movie,2018.0,/poster/97150315/{profile}
tm898567,Attack on Titan: Chronicle,movie,2020.0,/poster/186959847/{profile}
tm49446,Revolutionary Girl Utena: The Adolescence of Utena,movie,1999.0,/poster/279635717/{profile}
tm145906,Afro Samurai: Resurrection,movie,2009.0,/poster/58303274/{profile}
tm174392,Bayonetta: Bloody Fate,movie,2013.0,/poster/251339317/{profile}
tm160833,Shinobi: Heart Under Blade,movie,2005.0,/poster/216022847/{profile}
tm142818,Vampire Island,movie,2009.0,/poster/8792900/{profile}
tm37182,Initial D: Third Stage,movie,2001.0,/poster/179268642/{profile}
tm25002,Dragon Ball: Sleeping Princess in Devil's Castle,movie,1987.0,/poster/105053334/{profile}
tm177044,Naruto Shippuden the Movie: Blood Prison,movie,2011.0,/poster/78452517/{profile}
tm299419,Tokyo Ghoul - movie,movie,2017.0,/poster/30444162/{profile}
tm51669,Dragon Ball: Mystical Adventure,movie,1988.0,/poster/105064082/{profile}
tm103346,The Legend Is Born: Ip Man,movie,2010.0,/poster/10400212/{profile}
tm177704,"Hetalia: Axis Powers: Paint It, White!",movie,2010.0,/poster/139175809/{profile}
tm109105,Armitage: Dual Matrix,movie,2002.0,/poster/163964435/{profile}
tm105734,Armitage III: Poly Matrix,movie,1996.0,/poster/76645657/{profile}
tm96037,Naruto Shippuden the Movie: The Lost Tower,movie,2010.0,/poster/9662514/{profile}
tm43987,Fairy Tail: Phoenix Priestess,movie,2012.0,/poster/238052343/{profile}
tm146342,King of Thorn,movie,2009.0,/poster/78456214/{profile}
tm94487,City Under Siege,movie,2010.0,/poster/11244746/{profile}
tm351295,Overlord: The Dark Hero,movie,2017.0,/poster/181726742/{profile}
tm311650,Fairy Tail: Dragon Cry,movie,2017.0,/poster/78788633/{profile}
tm202885,Street Fighter: Assassin's Fist,movie,2014.0,/poster/441839/{profile}
tm58432,Dragon Age: Dawn of the Seeker,movie,2012.0,/poster/174771991/{profile}
tm351281,Overlord: The Undead King,movie,2017.0,/poster/181665370/{profile}
tm238707,Accel World: Infinite Burst,movie,2016.0,/poster/180456258/{profile}
tm317945,Mazinger Z: Infinity,movie,2017.0,/poster/77040471/{profile}
tm134487,Psycho-Pass: The Movie,movie,2015.0,/poster/206724115/{profile}
tm147494,Naruto Shippuden the Movie: The Will of Fire,movie,2009.0,/poster/11206146/{profile}
tm49405,Inuyasha the Movie: Affections Touching Across Time,movie,2001.0,/poster/176207650/{profile}
tm177687,Naruto: Legend of the Stone of Gelel,movie,2005.0,/poster/78455027/{profile}
tm43819,Tenchi Forever!,movie,1999.0,/poster/240073926/{profile}
tm100285,Alien vs. Ninja,movie,2010.0,/poster/108255322/{profile}
tm114586,Tenchi Muyo! In Love,movie,1996.0,/poster/171133220/{profile}
tm415168,Bungo Stray Dogs: Dead Apple,movie,2018.0,/poster/209457590/{profile}
tm143811,Tales of Vesperia: The First Strike,movie,2009.0,/poster/215524326/{profile}
tm704,009 Re:Cyborg,movie,2012.0,/poster/145861305/{profile}
tm175466,Hal,movie,2013.0,/poster/11556553/{profile}
tm102466,Confucius,movie,2010.0,/poster/85305606/{profile}
tm105278,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,movie,2002.0,/poster/176220977/{profile}
tm138902,Inuyasha the Movie 3: Swords of an Honorable Ruler,movie,2003.0,/poster/176216666/{profile}
tm63351,Psychic School Wars,movie,2012.0,/poster/228424806/{profile}
tm1038296,Solomon,movie,2021.0,/poster/244621294/{profile}
tm89764,Inuyasha the Movie 4: Fire on the Mystic Island,movie,2004.0,/poster/175812706/{profile}
tm98993,Eden of the East Movie II: Paradise Lost,movie,2010.0,/poster/31641865/{profile}
tm313945,Sekaiichi Hatsukoi Movie,movie,2014.0,/poster/142237556/{profile}
tm1032899,Kakushigoto Theatrical Edition,movie,2021.0,/poster/245175472/{profile}
tm175097,Smuggler,movie,2011.0,/poster/164562210/{profile}
tm152744,"Psalms of Planets Eureka Seven: Good Night, Sleep Tight, Young Lovers",movie,2009.0,/poster/257935302/{profile}
tm331848,Free!: Timeless Medley - The Promise,movie,2017.0,/poster/141779888/{profile}
tm164240,Appleseed XIII: Tartaros,movie,2011.0,/poster/11595256/{profile}
tm315457,Free!: Timeless Medley - The Bond,movie,2017.0,/poster/141780383/{profile}
tm247730,Yowamushi Pedal: The Movie,movie,2015.0,/poster/178250196/{profile}
tm78681,Vexille,movie,2007.0,/poster/216019645/{profile}
tm192670,Tenchi the Movie 2: The Daughter of Darkness,movie,1997.0,/poster/192855611/{profile}
tm454619,Free! Road to the World - The Dream,movie,2019.0,/poster/136329004/{profile}
tm102868,Majesty,movie,2010.0,/poster/139022893/{profile}
tm142945,Eden of the East: Air Communication,movie,2009.0,/poster/32339722/{profile}
tm102863,Fafner in the Azure: Dead Aggressor - Heaven and Earth,movie,2010.0,/poster/174761052/{profile}
tm142943,Eden of the East Movie I: The King of Eden,movie,2009.0,/poster/176134904/{profile}
tm168225,Heaven's Lost Property the Movie: The Angeloid of Clockwork,movie,2011.0,/poster/139063038/{profile}
tm168979,Sengoku Basara: The Last Party,movie,2011.0,/poster/258251844/{profile}
tm326099,Free!: Take Your Marks,movie,2017.0,/poster/141645359/{profile}
tm248669,Yowamushi Pedal Re:ROAD,movie,2015.0,/poster/12378617/{profile}
tm135758,Heaven's Lost Property Final – The Movie: Eternally My Master,movie,2014.0,/poster/262041634/{profile}
tm222837,High☆Speed!: Free! Starting Days,movie,2015.0,/poster/142073266/{profile}
tm164030,Appleseed XIII: Ouranos,movie,2011.0,/poster/178980827/{profile}
tm65424,Strike Witches the Movie,movie,2012.0,/poster/11246531/{profile}
tm151988,Yowamushi Pedal Re:RIDE,movie,2014.0,/poster/247970424/{profile}
tm168005,The Woman Knight of Mirror Lake,movie,2011.0,/poster/173609558/{profile}
tm65509,Martian Successor Nadesico: The Motion Picture - Prince of Darkness,movie,1998.0,/poster/102496735/{profile}
tm73246,Shakugan no Shana: The Movie,movie,2007.0,/poster/138746794/{profile}
ts20740,Dragon Ball Z,show,1989.0,/poster/8569195/{profile}
ts20682,Attack on Titan,show,2013.0,/poster/174708726/{profile}
ts21560,Dragon Ball,show,1986.0,/poster/290552685/{profile}
ts87466,Demon Slayer: Kimetsu no Yaiba,show,2019.0,/poster/123946389/{profile}
ts35573,Dragon Ball Super,show,2015.0,/poster/18473933/{profile}
ts20339,One Piece,show,1999.0,/poster/248497985/{profile}
ts21482,Fullmetal Alchemist: Brotherhood,show,2009.0,/poster/81962622/{profile}
ts283022,SPY x FAMILY,show,2022.0,/poster/269897496/{profile}
ts37539,One-Punch Man,show,2015.0,/poster/21173654/{profile}
ts34435,Cowboy Bebop,show,1998.0,/poster/88869460/{profile}
ts222852,Jujutsu Kaisen,show,2020.0,/poster/205754561/{profile}
ts38725,My Hero Academia,show,2016.0,/poster/228096352/{profile}
ts39013,Mob Psycho 100,show,2016.0,/poster/125590099/{profile}
ts11313,DEATH NOTE,show,2006.0,/poster/249127451/{profile}
ts22069,Naruto Shippūden,show,2007.0,/poster/8603866/{profile}
ts15151,Bleach,show,2004.0,/poster/260844361/{profile}
ts35201,Food Wars! Shokugeki no Soma,show,2015.0,/poster/250459127/{profile}
ts32835,Hunter x Hunter,show,2011.0,/poster/286061743/{profile}
ts20433,JoJo's Bizarre Adventure,show,2012.0,/poster/253937566/{profile}
ts86068,Blade Runner: Black Lotus,show,2021.0,/poster/257258812/{profile}
ts20305,Naruto,show,2002.0,/poster/138627711/{profile}
ts20112,Haikyu!!,show,2014.0,/poster/173574304/{profile}
ts37899,Overlord,show,2015.0,/poster/253938970/{profile}
ts22244,Steins;Gate,show,2011.0,/poster/159830252/{profile}
ts296797,Black Clover,show,2017.0,/poster/289760864/{profile}
ts20429,Sword Art Online,show,2012.0,/poster/254572954/{profile}
ts28078,Yu Yu Hakusho,show,1992.0,/poster/246950767/{profile}
ts35578,Is It Wrong to Try to Pick Up Girls in a Dungeon?,show,2015.0,/poster/209477424/{profile}
ts724,FLCL,show,2000.0,/poster/92027320/{profile}
ts21984,Assassination Classroom,show,2015.0,/poster/253937857/{profile}
ts31799,Samurai Champloo,show,2004.0,/poster/88481819/{profile}
ts21034,InuYasha,show,2000.0,/poster/141865108/{profile}
ts34950,KILL la KILL,show,2013.0,/poster/183813756/{profile}
ts265144,Ranking of Kings,show,2021.0,/poster/254568329/{profile}
ts4242,Dragon Ball GT,show,1996.0,/poster/246706627/{profile}
ts38785,Berserk,show,2016.0,/poster/8564071/{profile}
ts41257,Re:ZERO -Starting Life in Another World-,show,2016.0,/poster/249409005/{profile}
ts20250,Parasyte -the maxim-,show,2014.0,/poster/209489037/{profile}
ts44928,KonoSuba – God's blessing on this wonderful world!!,show,2016.0,/poster/192759351/{profile}
ts34193,The Devil Is a Part-Timer!,show,2013.0,/poster/261401689/{profile}
ts25252,Yu-Gi-Oh!,show,1998.0,/poster/243199235/{profile}
ts42169,ERASED,show,2016.0,/poster/192686188/{profile}
ts35155,Gurren Lagann,show,2007.0,/poster/254525971/{profile}
ts25177,Mobile Suit Gundam,show,1979.0,/poster/179896030/{profile}
ts20202,Tokyo Ghoul,show,2014.0,/poster/249116603/{profile}
ts28125,Fighting Spirit,show,2000.0,/poster/216237023/{profile}
ts22386,RWBY,show,2013.0,/poster/249068540/{profile}
ts20513,Fairy Tail,show,2009.0,/poster/103400512/{profile}
ts84657,Kaguya-sama: Love Is War,show,2019.0,/poster/245232152/{profile}
ts10145,Case Closed,show,1996.0,/poster/87596107/{profile}
ts56104,Boruto: Naruto Next Generations,show,2017.0,/poster/8638018/{profile}
ts84633,The Promised Neverland,show,2019.0,/poster/123155608/{profile}
ts21930,Lupin the Third,show,1971.0,/poster/252713832/{profile}
ts58045,Classroom of the Elite,show,2017.0,/poster/250029276/{profile}
ts34554,Rurouni Kenshin,show,1996.0,/poster/249913640/{profile}
ts286543,My Dress-Up Darling,show,2022.0,/poster/258528900/{profile}
ts29406,Gintama,show,2006.0,/poster/146278642/{profile}
ts28998,Mobile Suit Gundam Wing,show,1995.0,/poster/105022404/{profile}
ts87522,Fruits Basket - 2019,show,2019.0,/poster/246787476/{profile}
ts47734,Yuri!!! on Ice,show,2016.0,/poster/70827442/{profile}
ts271380,ODDTAXI,show,2021.0,/poster/291762790/{profile}
ts87563,Dr. Stone,show,2019.0,/poster/260585445/{profile}
ts84230,That Time I Got Reincarnated as a Slime,show,2018.0,/poster/163161802/{profile}
ts29358,Ghost Stories,show,2000.0,/poster/174670126/{profile}
ts89550,Fire Force,show,2019.0,/poster/199473473/{profile}
ts84631,The Rising of the Shield Hero,show,2019.0,/poster/176996811/{profile}
ts84141,Goblin Slayer,show,2018.0,/poster/177150506/{profile}
ts222366,Mushoku Tensei: Jobless Reincarnation,show,2021.0,/poster/243651041/{profile}
ts227439,86: Eighty-Six,show,2021.0,/poster/300646659/{profile}
ts26050,Mushi-Shi,show,2005.0,/poster/187425896/{profile}
ts224077,To Your Eternity,show,2021.0,/poster/246780991/{profile}
ts14127,Fist of the North Star,show,1984.0,/poster/184571501/{profile}
ts44387,My Teen Romantic Comedy SNAFU,show,2013.0,/poster/197219546/{profile}
ts34087,Puella Magi Madoka Magica,show,2011.0,/poster/912638/{profile}
ts75516,The Ancient Magus' Bride,show,2017.0,/poster/110900178/{profile}
ts249912,Tokyo Revengers,show,2021.0,/poster/248566900/{profile}
ts28014,Another,show,2012.0,/poster/252081915/{profile}
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,show,2018.0,/poster/85355168/{profile}
ts20548,Monogatari,show,2009.0,/poster/241301972/{profile}
ts11151,Fate/Zero,show,2011.0,/poster/253936288/{profile}
ts20249,Your Lie in April,show,2014.0,/poster/244597901/{profile}
ts22232,The Future Diary,show,2011.0,/poster/253936327/{profile}
ts42256,Bungo Stray Dogs,show,2016.0,/poster/115813924/{profile}
ts224068,The Misfit of Demon King Academy,show,2020.0,/poster/298558780/{profile}
ts26215,Mobile Fighter G Gundam,show,1994.0,/poster/244721623/{profile}
ts20014,Sailor Moon Crystal,show,2014.0,/poster/196481148/{profile}
ts223383,Life Lessons with Uramichi Oniisan,show,2021.0,/poster/247574102/{profile}
ts21278,Revolutionary Girl Utena,show,1997.0,/poster/176987681/{profile}
ts77768,DARLING in the FRANXX,show,2018.0,/poster/243515778/{profile}
ts20225,Yona of the Dawn,show,2014.0,/poster/153362603/{profile}
ts77415,Junji Ito Collection,show,2018.0,/poster/40827898/{profile}
ts237485,World's End Harem,show,2021.0,/poster/251915444/{profile}
ts27365,Rosario + Vampire,show,2008.0,/poster/174885868/{profile}
ts33772,Nichijou: My Ordinary Life,show,2011.0,/poster/175769296/{profile}
ts254731,SK8 the Infinity,show,2021.0,/poster/240278495/{profile}
ts38712,Kabaneri of the Iron Fortress,show,2016.0,/poster/258707509/{profile}
ts53433,Saga of Tanya the Evil,show,2017.0,/poster/176390996/{profile}
ts254486,Horimiya,show,2021.0,/poster/244252606/{profile}
ts30083,Angel Beats!,show,2010.0,/poster/10672879/{profile}
ts232804,Digimon Adventure,show,2020.0,/poster/173423251/{profile}
ts82228,Cells at Work!,show,2018.0,/poster/70979912/{profile}
ts87564,Arifureta: From Commonplace to World's Strongest,show,2019.0,/poster/254525667/{profile}
ts30730,Tenchi Muyo!,show,1992.0,/poster/173498846/{profile}
ts77726,Laid-Back Camp,show,2018.0,/poster/45370292/{profile}
ts20308,Full Metal Panic!,show,2002.0,/poster/30044917/{profile}
ts82053,Angels of Death,show,2018.0,/poster/70853433/{profile}
ts224165,Tower of God,show,2020.0,/poster/171355236/{profile}
ts41161,Noragami,show,2014.0,/poster/209587398/{profile}
ts271378,Vivy -Fluorite Eye's Song-,show,2021.0,/poster/245135689/{profile}
ts77706,A Place Further Than the Universe,show,2018.0,/poster/38906464/{profile}
ts4696,Fate/stay night [Unlimited Blade Works],show,2014.0,/poster/255430295/{profile}
ts42043,March Comes in Like a Lion,show,2016.0,/poster/255384361/{profile}
ts28824,Street Fighter,show,1995.0,/poster/149068950/{profile}
ts32450,The Prince of Tennis,show,2001.0,/poster/246726768/{profile}
ts20252,Trinity Seven,show,2014.0,/poster/11135938/{profile}
ts256059,Tsukimichi -Moonlit Fantasy-,show,2021.0,/poster/259596653/{profile}
ts30820,Slam Dunk,show,1993.0,/poster/159517875/{profile}
ts7708,anohana: The Flower We Saw That Day,show,2011.0,/poster/252681083/{profile}
ts84640,Domestic Girlfriend,show,2019.0,/poster/249164054/{profile}
ts46776,Gunbuster,show,1988.0,/poster/129414732/{profile}
ts36073,Rokka: Braves of the Six Flowers,show,2015.0,/poster/258686741/{profile}
ts22286,Cardcaptor Sakura,show,1998.0,/poster/156327568/{profile}
ts26933,From the New World,show,2012.0,/poster/8835961/{profile}
ts285780,The Case Study of Vanitas,show,2021.0,/poster/258645377/{profile}
ts20544,Ouran High School Host Club,show,2006.0,/poster/244599169/{profile}
ts186408,Keep Your Hands Off Eizouken!,show,2020.0,/poster/172492394/{profile}
ts35487,Blue Spring Ride,show,2014.0,/poster/242296932/{profile}
ts255541,Wonder Egg Priority,show,2021.0,/poster/245510218/{profile}
ts22249,Kuroko's Basketball,show,2012.0,/poster/182409272/{profile}
ts47142,Ninja Scroll: The Series,show,2003.0,/poster/185470618/{profile}
ts255407,Dragon Quest: The Adventure of Dai,show,2020.0,/poster/238665917/{profile}
ts255909,Shadows House,show,2021.0,/poster/245011208/{profile}
ts22017,Mobile Suit Gundam 00,show,2007.0,/poster/178160093/{profile}
ts220224,Cautious Hero: The Hero Is Overpowered but Overly Cautious,show,2019.0,/poster/253936116/{profile}
ts77518,Teasing Master Takagi-san,show,2018.0,/poster/258777658/{profile}
ts272932,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,show,2021.0,/poster/251921255/{profile}
ts79546,MEGALOBOX,show,2018.0,/poster/253938038/{profile}
ts226581,Akudama Drive,show,2020.0,/poster/210354555/{profile}
ts26322,Toradora!,show,2008.0,/poster/24535867/{profile}
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,show,2015.0,/poster/255432518/{profile}
ts35988,Snow White with the Red Hair,show,2015.0,/poster/74198976/{profile}
ts285872,takt op.Destiny,show,2021.0,/poster/250557948/{profile}
ts53369,Miss Kobayashi's Dragon Maid,show,2017.0,/poster/244197833/{profile}
ts33198,School Days,show,2007.0,/poster/138959885/{profile}
ts18865,Danganronpa: The Animation,show,2013.0,/poster/139188772/{profile}
ts84364,Zombieland Saga,show,2018.0,/poster/244995218/{profile}
ts287000,Skeleton Knight in Another World,show,2022.0,/poster/270288373/{profile}
ts21539,Digimon Fusion,show,2010.0,/poster/719998/{profile}
ts20240,Strike the Blood,show,2013.0,/poster/241118431/{profile}
ts217722,Welcome to Demon School! Iruma-kun,show,2019.0,/poster/194590308/{profile}
ts78390,Golden Kamuy,show,2018.0,/poster/256951356/{profile}
ts222729,Toilet-Bound Hanako-kun,show,2020.0,/poster/253936435/{profile}
ts88363,"Why the Hell are You Here, Teacher!?",show,2019.0,/poster/161660446/{profile}
ts27050,K-Project,show,2012.0,/poster/157544319/{profile}
ts39133,Hyouka,show,2012.0,/poster/252160937/{profile}
ts87375,Wise Man's Grandchild,show,2019.0,/poster/266012648/{profile}
ts9246,Blue Exorcist,show,2011.0,/poster/255362748/{profile}
ts221078,In/Spectre,show,2020.0,/poster/152943997/{profile}
ts26428,Yu-Gi-Oh! 5D's,show,2008.0,/poster/257664086/{profile}
ts223380,"Bofuri: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",show,2020.0,/poster/255387317/{profile}
ts20683,Log Horizon,show,2013.0,/poster/265500319/{profile}
ts35275,Blood Blockade Battlefront,show,2015.0,/poster/250953284/{profile}
ts237364,Yashahime: Princess Half-Demon,show,2020.0,/poster/208810495/{profile}
ts24199,Mobile Suit Gundam SEED,show,2002.0,/poster/205216445/{profile}
ts89560,Given,show,2019.0,/poster/275856177/{profile}
ts89551,How Heavy Are the Dumbbells You Lift?,show,2019.0,/poster/141141249/{profile}
ts251033,"Don't Toy With Me, Miss Nagatoro",show,2021.0,/poster/243647116/{profile}
ts27586,Magi,show,2012.0,/poster/523313/{profile}
ts77783,Record of Grancrest War,show,2018.0,/poster/38915267/{profile}
ts41846,Orange,show,2016.0,/poster/11785842/{profile}
ts26929,My Little Monster,show,2012.0,/poster/194098579/{profile}
ts31455,Yu-Gi-Oh! GX,show,2004.0,/poster/147921914/{profile}
ts225545,The God of High School,show,2020.0,/poster/204471765/{profile}
ts25765,Vampire Knight,show,2008.0,/poster/24524543/{profile}
ts24483,Saint Seiya: The Lost Canvas,show,2009.0,/poster/192171359/{profile}
ts87471,Darwin's Game,show,2020.0,/poster/164123198/{profile}
ts283078,The Greatest Demon Lord Is Reborn as a Typical Nobody,show,2022.0,/poster/269926947/{profile}
ts79824,Sword Art Online Alternative: Gun Gale Online,show,2018.0,/poster/53986876/{profile}
ts53960,Granblue Fantasy: The Animation,show,2017.0,/poster/212513448/{profile}
ts226373,Moriarty the Patriot,show,2020.0,/poster/245305908/{profile}
ts79723,Steins;Gate 0,show,2018.0,/poster/54679602/{profile}
ts270555,Shikimori's Not Just a Cutie,show,2022.0,/poster/270392198/{profile}
ts272271,The Strongest Sage With the Weakest Crest,show,2022.0,/poster/259078277/{profile}
ts35492,Nisekoi,show,2014.0,/poster/240768233/{profile}
ts75632,Cardcaptor Sakura: Clear Card,show,2018.0,/poster/272706496/{profile}
ts20219,Terra Formars,show,2014.0,/poster/295983709/{profile}
ts41487,91 Days,show,2016.0,/poster/146382766/{profile}
ts251544,Fena: Pirate Princess,show,2021.0,/poster/249733508/{profile}
ts35373,Plastic Memories,show,2015.0,/poster/243462132/{profile}
ts35457,My Love Story!!,show,2015.0,/poster/204487540/{profile}
ts55531,Saekano: How to Raise a Boring Girlfriend,show,2015.0,/poster/241294696/{profile}
ts26576,Holy Knight,show,2012.0,/poster/169931854/{profile}
ts43171,Lupin the Third: The Italian Adventure,show,2015.0,/poster/142200491/{profile}
ts41489,Hitori no Shita: The Outcast,show,2016.0,/poster/244252075/{profile}
ts87763,gen:LOCK,show,2019.0,/poster/254571537/{profile}
ts82109,Asobi Asobase - workshop of fun -,show,2018.0,/poster/245293621/{profile}
ts56657,Yu-Gi-Oh! VRAINS,show,2017.0,/poster/257663246/{profile}
ts57802,My First Girlfriend is a Gal,show,2017.0,/poster/260533546/{profile}
ts26449,A Certain Magical Index,show,2008.0,/poster/191828345/{profile}
ts29956,The World God Only Knows,show,2010.0,/poster/169302423/{profile}
ts42441,Michiko & Hatchin,show,2008.0,/poster/280016536/{profile}
ts33329,Date a Live,show,2013.0,/poster/253935870/{profile}
ts32818,Maoyu: Archenemy & Hero,show,2013.0,/poster/58844394/{profile}
ts286257,Love After World Domination,show,2022.0,/poster/270364094/{profile}
ts288276,Aoashi,show,2022.0,/poster/265170409/{profile}
ts255255,Burn the Witch,show,2020.0,/poster/243487832/{profile}
ts220153,Plunderer,show,2020.0,/poster/177579091/{profile}
ts33072,Mobile Suit Gundam Seed Destiny,show,2004.0,/poster/148617787/{profile}
ts79331,Persona 5: The Animation,show,2018.0,/poster/273305266/{profile}
ts20593,Kenichi: The Mightiest Disciple,show,2006.0,/poster/244421266/{profile}
ts12930,Beyblade: Metal Saga,show,2009.0,/poster/90834511/{profile}
ts354552,Tomodachi Game,show,2022.0,/poster/296171655/{profile}
ts58041,Tsuredure Children,show,2017.0,/poster/247246375/{profile}
ts42124,ReLIFE,show,2016.0,/poster/258714075/{profile}
ts22426,The Irregular at Magic High School,show,2014.0,/poster/190396922/{profile}
ts44317,Gankutsuou,show,2004.0,/poster/241530310/{profile}
ts32478,Kaiji,show,2007.0,/poster/204920149/{profile}
ts39260,Yakitate!! Japan,show,2004.0,/poster/256745796/{profile}
ts75838,Recovery of an MMO Junkie,show,2017.0,/poster/30599529/{profile}
ts20226,The Fruit of Grisaia,show,2014.0,/poster/14777406/{profile}
ts237291,The Hidden Dungeon Only I Can Enter,show,2021.0,/poster/249264378/{profile}
ts237411,The Day I Became a God,show,2020.0,/poster/208660492/{profile}
ts217704,Ascendance of a Bookworm,show,2019.0,/poster/151245417/{profile}
ts225650,"So I'm a Spider, So What?",show,2021.0,/poster/238034258/{profile}
ts86186,The Quintessential Quintuplets,show,2019.0,/poster/234460214/{profile}
ts77769,Death March to the Parallel World Rhapsody,show,2018.0,/poster/177451247/{profile}
ts20807,Ace of Diamond,show,2013.0,/poster/199295651/{profile}
ts16399,A Certain Scientific Railgun,show,2009.0,/poster/174483563/{profile}
ts53585,Natsume Yujin-cho,show,2008.0,/poster/59402394/{profile}
ts82074,Yuuna and the Haunted Hot Springs,show,2018.0,/poster/184895145/{profile}
ts27094,Nyaruko: Crawling With Love!,show,2012.0,/poster/191853462/{profile}
ts223236,Seton Academy: Join the Pack!,show,2020.0,/poster/212517755/{profile}
ts311031,Digimon Ghost Game,show,2021.0,/poster/251813461/{profile}
ts253340,Shenmue the Animation,show,2022.0,/poster/253058577/{profile}
ts58032,In Another World with My Smartphone,show,2017.0,/poster/259763031/{profile}
ts51384,Keijo!!!!!!!!,show,2016.0,/poster/245294179/{profile}
ts35459,Sound! Euphonium,show,2015.0,/poster/29607892/{profile}
ts27114,Kaiba,show,2008.0,/poster/238709127/{profile}
ts41280,Danganronpa 3: The End of Hope's Peak High School,show,2016.0,/poster/207080090/{profile}
ts15793,Daily Lives of High School Boys,show,2012.0,/poster/278999681/{profile}
ts57945,Restaurant to Another World,show,2017.0,/poster/10130062/{profile}
ts227438,Combatants Will Be Dispatched!,show,2021.0,/poster/243967570/{profile}
ts285023,AMAIM Warrior at the Borderline,show,2021.0,/poster/254577400/{profile}
ts277386,Platinum End,show,2021.0,/poster/242350749/{profile}
ts44298,Non Non Biyori,show,2013.0,/poster/152217116/{profile}
ts38707,Ace Attorney,show,2016.0,/poster/175652110/{profile}
ts224204,Sleepy Princess in the Demon Castle,show,2020.0,/poster/241207617/{profile}
ts272152,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",show,2021.0,/poster/251925060/{profile}
ts52881,Kimi ni Todoke: From Me to You,show,2009.0,/poster/243986736/{profile}
ts76614,Thermae Romae,show,2012.0,/poster/139132269/{profile}
ts17721,Encouragement of Climb,show,2013.0,/poster/139171997/{profile}
ts77716,Citrus,show,2018.0,/poster/85770607/{profile}
ts7872,Campione!,show,2012.0,/poster/292645145/{profile}
ts77258,City Hunter,show,1987.0,/poster/35282393/{profile}
